order_id,customer_name,email,phone,city,state,product_name,category,unit_price,quantity,order_date,status
1399, Jessica Anderson ,JESSICA.ANDERSON84@YAHOO.COM ,2955014630,New York,NY,Bluetooth Speaker,Electronics,45.0,3,02-03-2024,Shipped
1370,Fatima Lopez,FATIMA.LOPEZ85@OUTLOOK.COM ,7667436632,Philadelphia,PA,Office Chair,Furniture,129.99,4,2024-10-24,Delivered
1192,RICHARD RODRIGUEZ,Richard.Rodriguez9@outlook.com,,Dallas,TX,Notebook Set,Office Supplies,8.99,5,12/23/23,Pending
1543, Liam Khan ,LIAM.KHAN137@GMAIL.COM ,8019603531,Phoenix,AZ,Yoga Mat,Fitness,24.0,1,2024-03-16,shipped
1033, William Brown ,WILLIAM.BROWN163@YAHOO.COM ,7099648055,New York,NY,Wireless Mouse,Electronics,19.99,4,08-08-2024,Cancelled
1021,Fatima Davis,Fatima.Davis155@outlook.com,+17749851430,Phoenix,AZ,Ballpoint Pens (12pk),Office Supplies,6.49,4,08-02-2024,cancelled
1161,BARBARA RODRIGUEZ,Barbara.rodriguez82@gmail.com,+14868105526,houston,TX,Wireless Mouse,Electronics,19.99,1,2024-02-28,Pending
1620, Mary Hernandez ,Mary.Hernandez10@outlook.com ,4742674456,Phoenix,AZ,Office Chair,Furniture,129.99,5,8/15/24,Pending
1217,OLIVIA DAVIS,Olivia.davis164@company.co,(772) 884-6802,San Antonio,TX,Bluetooth Speaker,Electronics,45.0,4,2024-08-15,Cancelled
1283,patricia davis, Patricia.Davis27@company.co,394-749-8350,Chicago,IL,wireless mouse,electronics,19.99,1,02-09-2024,Pending
1036,joseph rodriguez,Joseph.Rodriguez74@outlook.com ,371-820-2876,houston,TX,Bluetooth Speaker,Electronics,45.0,5,27-03-2024,Delivered
1208,fatima anderson, Fatima.Anderson171@outlook.com,,Dallas,TX,wireless mouse,electronics,19.99,1,2023-02-25,delivered
1045,joseph davis,Joseph.Davis28@gmail.com,6537632604,new york,ny,Yoga Mat,Fitness,24.0,1,7/5/2024,cancelled
1172,Joseph Rodriguez,Joseph.Rodriguez74@outlook.com ,3718202876,houston,TX,wireless mouse,electronics,19.99,4,16-07-2024,shipped
1027,WILLIAM BROWN,WILLIAM.BROWN163@YAHOO.COM ,709-964-8055,New York,NY,USB-C Cable 6ft,Electronics,9.5,3,4/26/2023,Cancelled
1076,jessica brown,JESSICA.BROWN78@YAHOO.COM,,Phoenix,AZ,Yoga  Mat,Fitness,24.0,3,26-02-2024,Delivered
1500,joseph smith, Joseph.smith16@gmail.com,9364699201,Austin ,TX,Ballpoint Pens (12pk),Office Supplies,6.49,2,21-05-2023,Delivered
1541, Michael Jones , Michael.Jones154@outlook.com,693.429.2773,Dallas,TX,Standing Desk,Furniture,249.0,4,22-12-2024,shipped
1627,olivia jones, OLIVIA.JONES90@OUTLOOK.COM,9707022680,Dallas,TX,Stainless Water Bottle,Fitness,15.75,2,25-11-2024,Pending
1012,susan murphy,Susan.murphy117@company.co,276.680.5342,Los Angeles,CA,wireless mouse,electronics,19.99,1,11/17/2023,delivered
1472,WILLIAM WILLIAMS,WILLIAM.WILLIAMS176@COMPANY.CO ,861-376-1641,San Antonio,TX,Yoga Mat,Fitness,24.0,3,2024-03-03,shipped
1402,RICHARD MARTINEZ,Richard.martinez179@gmail.com ,941.872.3463,Houston,TX,Yoga Mat,Fitness,24.0,4,6/3/2023,Cancelled
1001,joseph silva, Joseph.Silva36@outlook.com,302-275-9808,San Diego,CA,Stainless Water Bottle,Fitness,15.75,3,23-10-2023,cancelled
1648,FATIMA RODRIGUEZ,FATIMA.RODRIGUEZ80@YAHOO.COM ,4512885569,houston,TX,Wireless Mouse,Electronics,19.99,4,03-04-2024,Shipped
1028,ELIZABETH CHEN,Elizabeth.Chen94@gmail.com ,+15127821986,Phoenix,AZ,Office Chair,Furniture,129.99,5,2/10/24,cancelled
1277, Wei Wilson , Wei.Wilson149@company.co,9183174522,new york,ny,Stainless Water Bottle,Fitness,15.75,3,10/7/24,Shipped
1011,Fatima Davis,Fatima.Davis155@outlook.com,7749851430,Phoenix,AZ,Desk Lamp,Furniture,22.3,4,2023-04-10,Delivered
1404,susan khan,SUSAN.KHAN42@GMAIL.COM ,3142773442,New York,NY,Office Chair,Furniture,129.99,4,8/24/23,cancelled
1193, Noah Hernandez ,Noah.hernandez168@gmail.com ,(541) 997-3754,Chicago,IL,Desk Lamp,Furniture,22.3,2,8/5/2024,Pending
1353,michael smith,Michael.smith73@gmail.com,3564443068,San Diego,CA,Office Chair,Furniture,129.99,2,10/2/23,Cancelled
1528, Robert Silva ,ROBERT.SILVA174@GMAIL.COM ,+17195938581,San Diego,CA,wireless mouse,electronics,19.99,4,2023-06-05,Cancelled
1576,Noah Hernandez,Noah.hernandez168@gmail.com ,5419973754,Chicago,IL,Desk Lamp,Furniture,22.3,2,2024-04-08,Pending
1110,WILLIAM WILSON, William.Wilson130@outlook.com,405.335.9837,Los Angeles,CA,Bluetooth Speaker,Electronics,45.0,,7/6/2024,SHIPPED
1485,Barbara Khan, Barbara.Khan77@outlook.com,+18775792129,Phoenix,AZ,Notebook Set,Office Supplies,8.99,5,11/25/24,Delivered
1179,michael smith,Michael.smith73@gmail.com,3564443068,San Diego,CA,Desk Lamp,Furniture,22.3,3,7/21/24,Shipped
1280, Robert Martinez ,Robert.Martinez173@outlook.com ,662.238.1932,Philadelphia,PA,Standing Desk,Furniture,249.0,2,17-06-2023,Delivered
1565,Jennifer Chen,JENNIFER.CHEN49@OUTLOOK.COM ,,Houston,TX,Stainless Water Bottle,Fitness,15.75,4,2024-12-14,shipped
1482,sofia sharma,Sofia.sharma103@outlook.com,681.556.7690,new york,ny,wireless mouse,electronics,19.99,2,5/25/24,Pending
1519,liam garcia, LIAM.GARCIA54@GMAIL.COM,7825087653,San Diego,CA,Standing Desk,Furniture,249.0,4,2023-02-04,Pending
1246,Patricia Lopez, PATRICIA.LOPEZ152@GMAIL.COM,,Los Angeles,CA,Bluetooth Speaker,Electronics,45.0,5,4/24/2024,cancelled
1622, Patricia Kelly ,PATRICIA.KELLY139@COMPANY.CO,(757) 860-6876,houston,TX,Ballpoint Pens (12pk),Office Supplies,6.49,1,04-02-2023,Shipped
1556,ROBERT CHEN,Robert.Chen92@outlook.com,9022543485,Dallas,TX,Ballpoint Pens (12pk),Office Supplies,6.49,2,4/5/24,cancelled
1423,DAVID KELLY, David.Kelly24@company.co,,Philadelphia,PA,Office Chair,Furniture,129.99,5,2/4/2024,shipped
1215,WILLIAM GARCIA,William.Garcia158@gmail.com,5199386314,houston,TX,wireless mouse,electronics,19.99,4,6/22/2024,Shipped
1635,Joseph Martinez, Joseph.martinez125@company.co,593-694-2747,Chicago,IL,Office Chair,Furniture,129.99,4,21-05-2024,delivered
1257,Jessica Gonzalez,Jessica.gonzalez11@yahoo.com ,6693465339,Dallas,TX,Wireless Mouse,Electronics,19.99,3,12/9/23,cancelled
1043,Patricia Williams,Patricia.Williams4@outlook.com ,2995676635,Phoenix,AZ,Stainless Water Bottle,Fitness,15.75,3,10/10/23,delivered
1572,fatima davis,Fatima.Davis155@outlook.com,7749851430,Phoenix,AZ,USB-C Cable 6ft,Electronics,9.5,2,15-11-2023,shipped
1038,arjun rodriguez,Arjun.Rodriguez12@yahoo.com ,798.638.7543,Austin ,TX,Yoga  Mat,Fitness,24.0,4,9/1/23,SHIPPED
1474,Barbara Khan, Barbara.Khan77@outlook.com,+18775792129,Phoenix,AZ,Ballpoint Pens (12pk),Office Supplies,6.49,1,10/7/2023,Pending
1613,Robert Martinez,Robert.Martinez173@outlook.com ,662.238.1932,Philadelphia,PA,USB-C Cable 6ft,Electronics,9.5,4,4/10/2024,Pending
1080,LIAM KHAN,Liam.Khan1@gmail.com,(804) 632-1520,new york,ny,Bluetooth Speaker,Electronics,45.0,2,12/5/2023,Cancelled
1050, Liam Garcia , LIAM.GARCIA54@GMAIL.COM,7825087653,San Diego,CA,Yoga Mat,Fitness,24.0,5,3/4/2023,Shipped
1403,ARJUN DAVIS, Arjun.Davis98@gmail.com,(352) 472-3330,Dallas,TX,Yoga Mat,Fitness,24.0,4,2024-10-24,delivered
1396, Michael Silva ,Michael.silva128@gmail.com ,,Houston,TX,Yoga  Mat,Fitness,24.0,4,19-01-2024,shipped
1251,robert martinez,Robert.Martinez173@outlook.com ,662.238.1932,Philadelphia,PA,Standing Desk,Furniture,249.0,3,8/12/24,shipped
1221, Joseph Rodriguez ,Joseph.Rodriguez74@outlook.com ,371-820-2876,houston,TX,Desk Lamp,Furniture,22.3,5,1/6/2024,cancelled
1595,liam martinez,LIAM.MARTINEZ57@YAHOO.COM ,4033501400,Chicago,IL,Wireless Mouse,Electronics,19.99,3,6/1/2024,Pending
1373,MICHAEL WILSON,MICHAEL.WILSON55@COMPANY.CO ,8218706279,San Diego,CA,Desk Lamp,Furniture,22.3,3,6/26/2023,shipped
1016, Arjun Kelly ,Arjun.Kelly51@company.co ,959.954.4228,Austin ,TX,Wireless Mouse,Electronics,19.99,3,2024-09-16,Delivered
1514,Priya Martinez,PRIYA.MARTINEZ146@COMPANY.CO ,8582311996,Philadelphia,PA,Yoga Mat,Fitness,24.0,1,15-02-2023,SHIPPED
1184,richard gonzalez,Richard.gonzalez14@gmail.com ,+16797415119,San Diego,CA,Yoga Mat,Fitness,24.0,1,23-06-2023,Pending
1473,David Wilson,DAVID.WILSON110@YAHOO.COM,+16834498483,Philadelphia,PA,Wireless Mouse,Electronics,19.99,2,11/17/23,shipped
1371, Olivia Jones , OLIVIA.JONES90@OUTLOOK.COM,(970) 702-2680,Dallas,TX,wireless mouse,electronics,19.99,2,6/13/23,SHIPPED
1143,BARBARA KHAN, Barbara.Khan77@outlook.com,8775792129,Phoenix,AZ,Standing Desk,Furniture,249.0,5,6/19/2024,Delivered
1497,barbara khan, Barbara.Khan77@outlook.com,8775792129,Phoenix,AZ,Desk Lamp,Furniture,22.3,3,14-04-2024,Cancelled
1630,ARJUN DAVIS, Arjun.Davis98@gmail.com,3524723330,Dallas,TX,Yoga  Mat,Fitness,24.0,2,11/17/23,Shipped
1361, Michael Garcia ,MICHAEL.GARCIA170@COMPANY.CO ,,San Diego,CA,Notebook Set,Office Supplies,8.99,5,2/2/23,SHIPPED
1191, Richard Gonzalez ,Richard.gonzalez14@gmail.com ,+16797415119,San Diego,CA,Notebook Set,Office Supplies,8.99,4,01-12-2024,delivered
1590, Joseph Hernandez , JOSEPH.HERNANDEZ91@GMAIL.COM,(252) 458-8827,Los Angeles,CA,Yoga Mat,Fitness,24.0,1,2024-04-16,delivered
1389,Olivia Murphy,Olivia.murphy23@gmail.com,434.269.1514,New York,NY,Yoga Mat,Fitness,24.0,2,05-11-2024,cancelled
1628, Olivia Kelly , Olivia.Kelly8@yahoo.com,,Dallas,TX,USB-C Cable 6ft,Electronics,9.5,2,2024-07-07,cancelled
1304,BARBARA MURPHY, Barbara.Murphy48@gmail.com,609.895.9785,San Antonio,TX,Stainless Water Bottle,Fitness,15.75,1,2023-09-01,delivered
1437,ROBERT DAVIS,Robert.davis109@outlook.com ,6723203522,new york,ny,Standing Desk,Furniture,249.0,2,7/19/2023,Shipped
1450,MICHAEL RODRIGUEZ,Michael.Rodriguez95@gmail.com,2833604929,Dallas,TX,Yoga  Mat,Fitness,24.0,1,5/15/2023,delivered
1344,ROBERT WILSON, ROBERT.WILSON167@GMAIL.COM,+14496467560,new york,ny,USB-C Cable 6ft,Electronics,9.5,5,5/23/23,SHIPPED
1266,michael jones, Michael.Jones154@outlook.com,693.429.2773,Dallas,TX,Desk Lamp,Furniture,22.3,,6/28/23,Delivered
1662, Elizabeth Smith , Elizabeth.smith89@gmail.com,(746) 329-5494,Austin ,TX,Desk Lamp,Furniture,22.3,4,11/13/2024,Delivered
1044,David Silva,DAVID.SILVA148@OUTLOOK.COM ,7997616327,Dallas,TX,Notebook Set,Office Supplies,8.99,2,3/17/2024,Delivered
1504, Richard Rodriguez ,RICHARD.RODRIGUEZ30@YAHOO.COM,4926338973,Philadelphia,PA,Desk Lamp,Furniture,22.3,5,08-02-2023,Pending
1081,michael garcia,MICHAEL.GARCIA170@COMPANY.CO ,356-978-2234,San Diego,CA,Notebook Set,Office Supplies,8.99,4,2024-01-18,Shipped
1465,Richard Chen, RICHARD.CHEN66@GMAIL.COM,2209837232,Austin ,TX,USB-C Cable 6ft,Electronics,9.5,5,15-06-2023,SHIPPED
1441,William Kelly,William.kelly118@gmail.com,5895248994,San Antonio,TX,Standing Desk,Furniture,249.0,1,11-12-2023,cancelled
1187,David Wilson,David.wilson68@company.co,,Philadelphia,PA,Ballpoint Pens (12pk),Office Supplies,6.49,4,2023-08-05,Delivered
1663,ROBERT CHEN,Robert.Chen92@outlook.com,9022543485,Dallas,TX,Ballpoint Pens (12pk),Office Supplies,6.49,1,15-10-2023,Delivered
1085,Wei Patel, Wei.patel111@outlook.com,3392715526,Austin ,TX,Ballpoint Pens (12pk),Office Supplies,6.49,3,07-04-2024,Shipped
1655,RICHARD SILVA, RICHARD.SILVA162@YAHOO.COM,207-409-5938,New York,NY,USB-C Cable 6ft,Electronics,9.5,2,3/19/2023,shipped
1375,SOFIA RODRIGUEZ,Sofia.rodriguez123@outlook.com ,4618821153,Philadelphia,PA,Desk Lamp,Furniture,22.3,2,24-08-2024,SHIPPED
1646,DAVID KELLY, David.Kelly24@company.co,,Philadelphia,PA,Ballpoint Pens (12pk),Office Supplies,6.49,2,17-07-2023,Pending
1306, Michael Rodriguez ,Michael.Rodriguez95@gmail.com,283-360-4929,Dallas,TX,Office Chair,Furniture,129.99,1,3/2/24,shipped
1517, William Silva , William.silva52@outlook.com,+18793275920,houston,TX,Notebook Set,Office Supplies,8.99,2,7/6/2024,Shipped
1312,john silva,John.Silva142@outlook.com,+14833483129,New York,NY,Ballpoint Pens (12pk),Office Supplies,6.49,3,23-01-2024,SHIPPED
1486, Mary Martinez , Mary.Martinez129@yahoo.com,,Philadelphia,PA,Yoga  Mat,Fitness,24.0,5,1/14/23,Cancelled
1170, Barbara Murphy , Barbara.Murphy48@gmail.com,609.895.9785,San Antonio,TX,Bluetooth Speaker,Electronics,45.0,5,2023-05-08,cancelled
1054,RICHARD RODRIGUEZ,Richard.Rodriguez9@outlook.com,,Dallas,TX,USB-C Cable 6ft,Electronics,9.5,4,7/26/2024,delivered
1237,OLIVIA DAVIS,Olivia.davis164@company.co,(772) 884-6802,San Antonio,TX,Notebook Set,Office Supplies,8.99,5,2024-11-11,cancelled
1451,PRIYA SILVA,N/A,5725815634,Los Angeles,CA,Ballpoint Pens (12pk),Office Supplies,6.49,2,2/2/2024,Cancelled
1204,Richard Martinez,Richard.martinez179@gmail.com ,941.872.3463,Houston,TX,USB-C Cable 6ft,Electronics,9.5,2,22-07-2023,SHIPPED
1247,JOSEPH SILVA, Joseph.Silva36@outlook.com,3022759808,San Diego,CA,USB-C Cable 6ft,Electronics,9.5,2,2023-04-04,Cancelled
1062,barbara hernandez,Barbara.Hernandez113@outlook.com ,9817567180,San Antonio,TX,wireless mouse,electronics,19.99,2,9/15/23,SHIPPED
1465,Richard Chen, RICHARD.CHEN66@GMAIL.COM,2209837232,Austin ,TX,USB-C Cable 6ft,Electronics,9.5,5,15-06-2023,SHIPPED
1507, Robert Chen ,Robert.Chen92@outlook.com,,Dallas,TX,Office Chair,Furniture,129.99,3,2023-11-20,Delivered
1226, Michael Jones , Michael.Jones154@outlook.com,693.429.2773,Dallas,TX,Standing Desk,Furniture,249.0,5,12/24/2023,Delivered
1009,ARJUN DAVIS, Arjun.Davis98@gmail.com,(352) 472-3330,Dallas,TX,wireless mouse,electronics,19.99,3,6/4/2024,SHIPPED
1436,JAMES MARTINEZ,James.Martinez75@yahoo.com ,,San Diego,CA,Notebook Set,Office Supplies,8.99,2,2/14/2024,Cancelled
1454, Noah Johnson ,Noah.Johnson127@outlook.com ,963-708-5689,San Diego,CA,USB-C Cable 6ft,Electronics,9.5,4,24-01-2024,Cancelled
1292, Liam Khan ,LIAM.KHAN137@GMAIL.COM ,8019603531,Phoenix,AZ,USB-C Cable 6ft,Electronics,9.5,3,11/17/24,shipped
1273, Joseph Smith , Joseph.smith16@gmail.com,936-469-9201,Austin ,TX,Yoga  Mat,Fitness,24.0,2,10/2/24,delivered
1432, Priya Anderson ,PRIYA.ANDERSON60@YAHOO.COM ,7704552988,New York,NY,Standing Desk,Furniture,249.0,4,4/24/2024,shipped
1462, Fatima Miller , Fatima.Miller141@yahoo.com,9837674394,new york,ny,Office Chair,Furniture,129.99,1,8/18/2024,Shipped
1547,Susan Smith,Susan.smith165@company.co ,2795208033,Philadelphia,PA,Bluetooth Speaker,Electronics,45.0,4,10/21/24,cancelled
1340,linda davis, Linda.Davis47@outlook.com,875.397.7528,New York,NY,Yoga Mat,Fitness,24.0,5,08-01-2024,Cancelled
1136,richard martinez,Richard.martinez179@gmail.com ,941.872.3463,Houston,TX,Wireless Mouse,Electronics,19.99,2,9/17/2024,Pending
1286, David Silva ,DAVID.SILVA148@OUTLOOK.COM ,7997616327,Dallas,TX,wireless mouse,electronics,19.99,3,3/18/2024,delivered
1476, Sofia Anderson ,Sofia.Anderson135@yahoo.com,(509) 864-7689,Austin ,TX,Yoga Mat,Fitness,24.0,2,9/1/2023,Cancelled
1647,william gonzalez, William.gonzalez53@company.co,502-767-3085,Austin ,TX,Desk Lamp,Furniture,22.3,4,07-04-2023,Pending
1151,William Davis,William.Davis35@outlook.com,6053345915,Houston,TX,wireless mouse,electronics,19.99,1,07-03-2024,shipped
1150, William Silva , William.silva101@gmail.com,,Houston,TX,Desk Lamp,Furniture,22.3,1,3/1/24,Delivered
1629,Barbara Patel,Barbara.patel145@gmail.com ,311-662-9254,San Diego,CA,Office Chair,Furniture,129.99,3,2023-02-22,Cancelled
1495,NOAH JOHNSON,Noah.Johnson127@outlook.com ,9637085689,San Diego,CA,Ballpoint Pens (12pk),Office Supplies,6.49,1,5/2/24,Delivered
1378, Arjun Kelly ,Arjun.Kelly51@company.co ,959.954.4228,Austin ,TX,Yoga Mat,Fitness,24.0,,22-08-2023,SHIPPED
1048,olivia murphy,Olivia.murphy76@gmail.com,,Chicago,IL,Yoga  Mat,Fitness,24.0,2,12-08-2024,shipped
1039,sofia sharma,Sofia.sharma103@outlook.com,,new york,ny,Stainless Water Bottle,Fitness,15.75,1,18-10-2023,delivered
1619, Priya Martinez ,PRIYA.MARTINEZ146@COMPANY.CO ,8582311996,Philadelphia,PA,USB-C Cable 6ft,Electronics,9.5,3,25-03-2023,Cancelled
1288,Liam Davis,Liam.davis33@gmail.com,3227835033,Phoenix,AZ,Notebook Set,Office Supplies,8.99,2,4/18/24,Delivered
1666, William Gonzalez , William.gonzalez53@company.co,502-767-3085,Austin ,TX,Standing Desk,Furniture,249.0,4,2024-03-27,shipped
1033, William Brown ,WILLIAM.BROWN163@YAHOO.COM ,7099648055,New York,NY,Wireless Mouse,Electronics,19.99,4,08-08-2024,Cancelled
1625,barbara lopez,Barbara.Lopez121@yahoo.com,3494509702,Phoenix,AZ,Yoga Mat,Fitness,24.0,5,26-06-2023,Delivered
1617,susan smith,Susan.smith165@company.co ,2795208033,Philadelphia,PA,Desk Lamp,Furniture,22.3,3,3/11/24,Cancelled
1163,PRIYA SILVA,PRIYA.SILVA177@COMPANY.CO ,5725815634,Los Angeles,CA,Notebook Set,Office Supplies,8.99,3,7/10/2024,SHIPPED
1240,WEI PATEL, Wei.patel111@outlook.com,3392715526,Austin ,TX,Ballpoint Pens (12pk),Office Supplies,6.49,1,2024-08-23,shipped
1113,liam khan,LIAM.KHAN137@GMAIL.COM ,8019603531,Phoenix,AZ,Yoga  Mat,Fitness,24.0,2,2023-09-17,delivered
1086,William Hernandez,WILLIAM.HERNANDEZ71@GMAIL.COM,484.970.7906,Phoenix,AZ,Desk Lamp,Furniture,22.3,5,6/1/2023,cancelled
1105,JENNIFER SHARMA, Jennifer.sharma62@outlook.com,,Philadelphia,PA,Desk Lamp,Furniture,22.3,2,9/14/2024,cancelled
1383,LINDA MURPHY,Linda.murphy119@gmail.com ,4944322480,Dallas,TX,Office Chair,Furniture,129.99,2,10/9/24,SHIPPED
1255,NOAH MURPHY, NOAH.MURPHY157@COMPANY.CO,2939649691,New York,NY,Ballpoint Pens (12pk),Office Supplies,6.49,2,3/6/23,Pending
1365, Richard Chen , RICHARD.CHEN66@GMAIL.COM,2209837232,Austin ,TX,Desk Lamp,Furniture,22.3,5,10/19/24,Cancelled
1182,Barbara Rodriguez,Barbara.rodriguez82@gmail.com,+14868105526,houston,TX,Yoga  Mat,Fitness,24.0,4,8/7/24,Pending
1320, David Patel , David.patel20@yahoo.com,,San Diego,CA,Office Chair,Furniture,129.99,1,26-06-2023,Shipped
1651,David Smith, David.Smith3@yahoo.com,914.632.6574,Los Angeles,CA,Yoga Mat,Fitness,24.0,1,4/24/2024,shipped
1285,MICHAEL SILVA,Michael.silva128@gmail.com ,,Houston,TX,Stainless Water Bottle,Fitness,15.75,4,23-02-2024,Shipped
1130, Liam Wilson ,Liam.wilson153@gmail.com ,252.494.6119,Austin ,TX,Notebook Set,Office Supplies,8.99,5,11/10/2023,cancelled
1604, Robert Davis ,Robert.davis37@outlook.com ,4913618179,houston,TX,USB-C Cable 6ft,Electronics,9.5,4,5/12/2023,Shipped
1198,robert hernandez,Robert.Hernandez22@yahoo.com,8027674770,New York,NY,USB-C Cable 6ft,Electronics,9.5,5,7/14/24,Shipped
1516,ROBERT SHARMA,ROBERT.SHARMA172@GMAIL.COM ,+18465105500,Philadelphia,PA,Office Chair,Furniture,129.99,1,28-04-2024,Cancelled
1446,Joseph Smith, Joseph.smith16@gmail.com,936-469-9201,Austin ,TX,Yoga Mat,Fitness,24.0,4,2024-07-06,shipped
1385,ELIZABETH SMITH, Elizabeth.smith89@gmail.com,(746) 329-5494,Austin ,TX,Notebook Set,Office Supplies,8.99,5,27-07-2023,shipped
1665,priya silva,PRIYA.SILVA177@COMPANY.CO ,5725815634,Los Angeles,CA,Yoga  Mat,Fitness,24.0,5,2023-12-14,Pending
1215,WILLIAM GARCIA,William.Garcia158@gmail.com,5199386314,houston,TX,wireless mouse,electronics,19.99,,6/22/2024,Shipped
1127, Noah Johnson , Noah.johnson26@company.co,8698612612,Dallas,TX,wireless mouse,electronics,19.99,3,3/13/2023,shipped
